id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
OBL0001071,CLI0004205,PROD008,8408410.0,8361470.0,2657124.0,696789.0,2024-10-31,2025-10-26,61,,D
OBL0001072,CLI0006987,PROD004,9496488.0,8853270.0,1200958.0,245924.0,2024-06-27,2027-06-12,41,31.0,C
OBL0001073,CLI0000569,PROD012,25310188.0,23794639.0,17459126.0,991443.0,2024-03-30,2026-03-20,0,6.0,A
OBL0001074,CLI0004085,PROD006,1549823.0,1516675.0,1011621.0,31597.0,2024-11-28,2028-11-07,0,15.0,A
OBL0001075,CLI0004086,PROD008,19182144.0,19132955.0,664070.0,1594413.0,2024-01-13,2025-01-07,0,11.0,A
OBL0001076,CLI0007167,PROD001,36737293.0,31394940.0,22528691.0,654061.0,2024-03-23,2028-03-02,0,13.0,A
OBL0001077,CLI0000671,PROD009,15611053.0,15137467.0,3527708.0,420485.0,2024-02-08,2027-01-23,0,27.0,A
OBL0001078,CLI0001086,PROD008,23597512.0,23195020.0,460513.0,1932918.0,2024-12-08,2025-12-03,0,11.0,A
OBL0001079,CLI0009545,PROD002,33065020.0,30151247.0,7760012.0,502521.0,2024-09-29,2029-09-03,76,44.0,D
OBL0001080,CLI0006152,PROD013,4330388.0,4127555.0,1893085.0,343963.0,2024-11-01,2025-10-27,0,6.0,A
OBL0001081,CLI0007750,PROD014,19214921.0,16666757.0,5354470.0,694448.0,2024-11-09,2026-10-30,0,16.0,
OBL0001082,CLI0001843,PROD001,40051424.0,34322727.0,22701284.0,715057.0,2024-03-11,2028-02-19,69,16.0,D
OBL0001083,CLI0005178,PROD008,29806892.0,29037271.0,23719909.0,2419773.0,2024-06-25,2025-06-20,0,2.0,A
OBL0001084,CLI0009788,PROD013,34138328.0,30792149.0,26646865.0,2566012.0,2024-06-08,2025-06-03,0,1.0,A
OBL0001085,CLI0003519,PROD011,12495047.0,11307898.0,9345413.0,471162.0,2024-08-24,2026-08-14,89,,D
OBL0001086,CLI0006159,PROD007,35797127.0,35264293.0,30895645.0,979564.0,2024-06-23,2027-06-08,0,4.0,A
OBL0001087,CLI0002792,PROD014,45167394.0,42522003.0,19266063.0,1771750.0,2024-09-17,2026-09-07,0,13.0,A
OBL0001088,CLI0000585,PROD008,29661814.0,26743272.0,1106743.0,2228606.0,2024-07-26,2025-07-21,0,11.0,A
OBL0001089,CLI0005143,PROD008,18356063.0,16933861.0,8405661.0,1411155.0,2024-05-18,2025-05-13,0,6.0,A
OBL0001090,CLI0005957,PROD009,15332952.0,14759991.0,12467513.0,410000.0,2024-02-22,2027-02-06,13,5.0,B
OBL0001091,CLI0009621,PROD015,33192748.0,32760231.0,6387660.0,546004.0,2024-04-15,2029-03-20,0,48.0,A
OBL0001092,CLI0007789,PROD011,46535399.0,44345415.0,2876986.0,1847726.0,2024-01-14,2026-01-03,0,,A
OBL0001093,CLI0005379,PROD014,34425708.0,31492544.0,12565834.0,1312189.0,2024-03-02,2026-02-20,1,14.0,B
OBL0001094,CLI0008506,PROD014,23940780.0,20387973.0,11200004.0,849499.0,2024-10-27,2026-10-17,0,10.0,A
OBL0001095,CLI0008472,PROD010,24664306.0,23482821.0,2579927.0,652301.0,2024-05-12,2027-04-27,0,32.0,A
OBL0001096,CLI0008752,PROD002,26668634.0,22853237.0,11503143.0,380887.0,2024-06-21,2029-05-26,57,29.0,C
OBL0001097,CLI0000083,PROD006,41355979.0,37932732.0,19569229.0,790265.0,2024-10-12,2028-09-21,0,23.0,A
OBL0001098,CLI0006504,PROD006,4816350.0,4716249.0,3528981.0,98255.0,2024-10-25,2028-10-04,0,12.0,A
OBL0001099,CLI0003643,PROD010,25815256.0,22007669.0,20795149.0,611324.0,2024-03-07,2027-02-20,59,1.0,C
OBL0001100,CLI0002339,PROD005,1886558.0,1621556.0,1000168.0,27026.0,2024-12-17,2029-11-21,0,,A
OBL0001101,CLI0002780,PROD014,42916759.0,38541027.0,23094352.0,1605876.0,2024-02-08,2026-01-28,0,9.0,A
OBL0001102,CLI0010000,PROD005,39615470.0,38425654.0,3687179.0,640428.0,2024-01-23,2028-12-27,0,54.0,A
OBL0001103,CLI0000113,PROD010,16104660.0,14646093.0,12202281.0,406836.0,2024-05-18,2027-05-03,23,6.0,B
OBL0001104,CLI0009397,PROD001,5611596.0,5490661.0,2034565.0,114389.0,2024-05-10,2028-04-19,26,30.0,B
OBL0001105,CLI0002605,PROD015,36737737.0,36207487.0,33225402.0,603458.0,2024-11-20,2029-10-25,36,4.0,C
OBL0001106,CLI0001420,PROD013,41475555.0,37476435.0,36219597.0,3123036.0,2024-07-06,2025-07-01,0,0.0,A
OBL0001107,CLI0002547,PROD015,43970412.0,43116354.0,33088644.0,718606.0,2024-08-10,2029-07-15,0,13.0,A
OBL0001108,CLI0003604,PROD004,5274883.0,4536229.0,641404.0,126006.0,2024-01-29,2027-01-13,0,30.0,A
OBL0001109,CLI0002382,PROD012,17142422.0,15558542.0,8935657.0,648273.0,2024-10-09,2026-09-29,0,10.0,A
OBL0001110,CLI0005999,PROD004,34891931.0,31516914.0,6679057.0,875470.0,2024-11-02,2027-10-18,0,28.0,A
OBL0001111,CLI0000069,PROD007,2040299.0,1850364.0,1698889.0,51399.0,2024-01-04,2026-12-19,0,2.0,A
OBL0001112,CLI0000923,PROD004,16531410.0,15692804.0,14030548.0,435911.0,2024-06-11,2027-05-27,0,3.0,A
OBL0001113,CLI0001231,PROD008,21450672.0,20674184.0,15637762.0,1722849.0,2024-12-11,2025-12-06,224,2.0,
OBL0001114,CLI0003399,PROD005,15581825.0,14780432.0,13138430.0,246341.0,2024-10-23,2029-09-27,0,6.0,
OBL0001115,CLI0001190,PROD006,43327759.0,42911598.0,23497988.0,893992.0,2024-10-22,2028-10-01,276,,E
OBL0001116,CLI0000864,PROD005,42985254.0,42807142.0,32180204.0,713452.0,2024-04-05,2029-03-10,12,14.0,B
OBL0001117,CLI0005961,PROD007,48064325.0,47727499.0,27554221.0,1325764.0,2024-12-04,2027-11-19,18,15.0,B
OBL0001118,CLI0000417,PROD012,47922588.0,46176898.0,22372842.0,1924037.0,2024-10-28,2026-10-18,56,12.0,C
OBL0001119,CLI0003434,PROD013,18756495.0,18045848.0,9843609.0,1503821.0,2024-12-23,2025-12-18,61,5.0,D
OBL0001120,CLI0003012,PROD004,23763285.0,22298890.0,15259411.0,619414.0,2024-01-17,2027-01-01,0,11.0,A
OBL0001121,CLI0005448,PROD002,38299589.0,34582127.0,18307856.0,576369.0,2024-12-19,2029-11-23,0,,
OBL0001122,CLI0007480,PROD008,42803882.0,42147555.0,6774885.0,3512296.0,2024-04-30,2025-04-25,0,10.0,A
OBL0001123,CLI0003600,PROD006,24868145.0,22458726.0,16078261.0,467890.0,2024-09-01,2028-08-11,4,13.0,B
OBL0001124,CLI0009987,PROD009,40258004.0,34512404.0,19505583.0,958678.0,2024-05-24,2027-05-09,0,15.0,A
OBL0001125,CLI0006113,PROD014,5043949.0,4319840.0,2715596.0,179993.0,2024-01-31,2026-01-20,77,8.0,D
OBL0001126,CLI0001144,PROD009,40284754.0,39932259.0,34195770.0,1109229.0,2024-06-03,2027-05-19,2,5.0,B
OBL0001127,CLI0005557,PROD005,10346218.0,10294903.0,2462187.0,171582.0,2024-08-02,2029-07-07,58,45.0,C
OBL0001128,CLI0000080,PROD013,12766829.0,11087934.0,2994861.0,923994.0,2024-01-17,2025-01-11,0,8.0,A
OBL0001129,CLI0007885,PROD006,24700588.0,24406482.0,5906882.0,508468.0,2024-09-04,2028-08-14,338,36.0,E
OBL0001130,CLI0008240,PROD012,3552929.0,3285279.0,1102898.0,136887.0,2024-05-13,2026-05-03,0,15.0,A
OBL0001131,CLI0008252,PROD004,43433623.0,39933002.0,9659178.0,1109250.0,2024-09-22,2027-09-07,0,27.0,A
OBL0001132,CLI0006104,PROD013,20639568.0,18979417.0,11629383.0,1581618.0,2024-03-29,2025-03-24,0,4.0,A
OBL0001133,CLI0004414,PROD004,26799843.0,24568598.0,20810389.0,682461.0,2024-01-06,2026-12-21,9,5.0,B
OBL0001134,CLI0001526,PROD008,33713766.0,33133460.0,9934746.0,2761122.0,2024-12-02,2025-11-27,0,8.0,A
OBL0001135,CLI0008124,PROD007,32380190.0,28312391.0,27926861.0,786455.0,2024-02-29,2027-02-13,0,0.0,A
OBL0001136,CLI0007732,PROD003,7359431.0,7106332.0,741157.0,197398.0,2024-03-15,2027-02-28,0,32.0,A
OBL0001137,CLI0001461,PROD013,26882417.0,24949236.0,23810480.0,2079103.0,2024-04-18,2025-04-13,7,0.0,B
OBL0001138,CLI0005729,PROD014,15770333.0,14334488.0,12668165.0,597270.0,2024-05-07,2026-04-27,79,2.0,D
OBL0001139,CLI0004524,PROD005,37594693.0,32177680.0,30678654.0,536295.0,2024-04-16,2029-03-21,85,2.0,D
OBL0001140,CLI0007730,PROD008,10713404.0,9405521.0,1935243.0,783793.0,2024-04-02,2025-03-28,0,9.0,A
OBL0001141,CLI0002436,PROD001,8985409.0,8821489.0,6359871.0,183781.0,2024-03-17,2028-02-25,0,13.0,A
OBL0001142,CLI0006953,PROD001,24014998.0,22127750.0,4411926.0,460995.0,2024-01-27,2028-01-06,0,38.0,A
OBL0001143,CLI0009782,PROD007,34236531.0,29423542.0,9236186.0,817321.0,2024-04-21,2027-04-06,0,24.0,A
OBL0001144,CLI0001500,PROD003,33490054.0,29341047.0,2565977.0,815029.0,2024-11-17,2027-11-02,0,32.0,A
OBL0001145,CLI0004127,PROD004,42642569.0,36506948.0,18172583.0,1014082.0,2024-03-07,2027-02-20,0,18.0,A
OBL0001146,CLI0005610,PROD011,44574677.0,38691038.0,16690646.0,1612127.0,2024-04-20,2026-04-10,0,13.0,A
OBL0001147,CLI0005859,PROD001,40707527.0,37547441.0,9620093.0,782238.0,2024-12-20,2028-11-29,299,35.0,E
OBL0001148,CLI0009354,PROD012,35633363.0,33228227.0,5041995.0,1384509.0,2024-04-11,2026-04-01,13,20.0,B
OBL0001149,CLI0008207,PROD015,27384485.0,26682747.0,2158519.0,444712.0,2024-05-08,2029-04-12,0,55.0,
OBL0001150,CLI0002576,PROD012,35489852.0,31466171.0,3247580.0,1311090.0,2024-07-27,2026-07-17,0,21.0,A
OBL0001151,CLI0004054,PROD001,37354392.0,34082363.0,16059287.0,710049.0,2024-03-22,2028-03-01,0,25.0,A
OBL0001152,CLI0006439,PROD001,15774740.0,14615718.0,7239096.0,304494.0,2024-08-18,2028-07-28,241,24.0,E
OBL0001153,CLI0004070,PROD011,21873986.0,20609723.0,284992.0,858738.0,2024-05-24,2026-05-14,0,23.0,A
OBL0001154,CLI0005255,PROD010,16861780.0,16353035.0,3167698.0,454251.0,2024-06-03,2027-05-19,0,29.0,A
OBL0001155,CLI0005004,PROD002,23010420.0,21819170.0,2973529.0,363653.0,2024-12-18,2029-11-22,0,51.0,A
OBL0001156,CLI0007096,PROD003,40717058.0,39524720.0,7876748.0,1097909.0,2024-11-21,2027-11-06,10,28.0,B
OBL0001157,CLI0008989,PROD011,35413601.0,32208193.0,30679650.0,1342008.0,2024-03-30,2026-03-20,0,1.0,A
OBL0001158,CLI0008793,PROD006,9974107.0,9072371.0,5570624.0,189008.0,2024-03-15,2028-02-23,0,18.0,A
OBL0001159,CLI0003960,PROD005,14387628.0,13577493.0,7244259.0,226292.0,2024-12-31,2029-12-05,18,,B
OBL0001160,CLI0009040,PROD014,28269478.0,25169643.0,9967160.0,1048735.0,2024-05-05,2026-04-25,208,14.0,E
OBL0001161,CLI0001646,PROD010,39076058.0,38622240.0,19862158.0,1072840.0,2024-03-18,2027-03-03,42,17.0,C
OBL0001162,CLI0002781,PROD015,14154963.0,13002168.0,9974515.0,216703.0,2024-06-13,2029-05-18,0,13.0,A
OBL0001163,CLI0001737,PROD015,37894720.0,37607731.0,29875045.0,626796.0,2024-07-09,2029-06-13,20,12.0,B
OBL0001164,CLI0007370,PROD014,15929140.0,15548607.0,10837948.0,647859.0,2024-07-08,2026-06-28,4,7.0,B
OBL0001165,CLI0004981,PROD008,41037097.0,38264653.0,34604016.0,3188721.0,2024-05-19,2025-05-14,0,1.0,A
OBL0001166,CLI0003758,PROD008,33735642.0,31165667.0,28231238.0,2597139.0,2024-11-22,2025-11-17,0,1.0,A
OBL0001167,CLI0007133,PROD005,19042101.0,17178746.0,5169985.0,286312.0,2024-03-02,2029-02-04,0,41.0,A
OBL0001168,CLI0006615,PROD007,9058826.0,8639732.0,4935753.0,239993.0,2024-03-25,2027-03-10,0,15.0,A
OBL0001169,CLI0004146,PROD006,45427729.0,45127606.0,16563544.0,940158.0,2024-10-26,2028-10-05,0,30.0,
OBL0001170,CLI0004208,PROD014,19651566.0,18712584.0,2233005.0,779691.0,2024-08-31,2026-08-21,43,21.0,C
OBL0001171,CLI0005312,PROD005,22070431.0,20972611.0,15898245.0,349544.0,2024-02-15,2029-01-19,0,14.0,A
OBL0001172,CLI0003354,PROD001,22762353.0,21657156.0,10752139.0,451191.0,2024-08-16,2028-07-26,50,24.0,C
OBL0001173,CLI0004876,PROD007,4015407.0,3770343.0,3755360.0,104732.0,2024-04-25,2027-04-10,28,0.0,B
OBL0001174,CLI0006793,PROD014,33206818.0,30490646.0,22652062.0,1270444.0,2024-08-01,2026-07-22,0,6.0,A
OBL0001175,CLI0008545,PROD012,30575642.0,29284798.0,14674156.0,1220200.0,2024-01-27,2026-01-16,0,11.0,A
OBL0001176,CLI0004939,PROD009,6310986.0,5373057.0,2267100.0,149252.0,2024-08-23,2027-08-08,34,20.0,C
OBL0001177,CLI0001135,PROD007,32471079.0,32197264.0,4770092.0,894368.0,2024-07-01,2027-06-16,0,30.0,A
OBL0001178,CLI0007276,PROD011,15986443.0,15373578.0,10499801.0,640566.0,2024-01-06,2025-12-26,0,7.0,A
OBL0001179,CLI0008002,PROD003,39060463.0,37296330.0,29617847.0,1036009.0,2024-11-28,2027-11-13,0,7.0,A
OBL0001180,CLI0003257,PROD001,28504427.0,27363098.0,24668116.0,570065.0,2024-10-18,2028-09-27,0,4.0,A
OBL0001181,CLI0001050,PROD008,41444243.0,39715633.0,22670011.0,3309636.0,2024-05-28,2025-05-23,26,5.0,B
OBL0001182,CLI0008796,PROD005,45475274.0,42704827.0,22374739.0,711747.0,2024-04-23,2029-03-28,0,28.0,A
OBL0001183,CLI0003897,PROD014,27633710.0,27137213.0,12921554.0,1130717.0,2024-12-02,2026-11-22,75,12.0,D
OBL0001184,CLI0007204,PROD011,12450362.0,11043001.0,9554418.0,460125.0,2024-07-18,2026-07-08,0,3.0,A
OBL0001185,CLI0007218,PROD012,32001831.0,28394278.0,7653786.0,1183095.0,2024-03-03,2026-02-21,0,17.0,A
OBL0001186,CLI0009972,PROD003,49302075.0,48717954.0,1067236.0,1353276.0,2024-02-29,2027-02-13,32,35.0,
OBL0001187,CLI0004914,PROD008,27109232.0,24104473.0,16676176.0,2008706.0,2024-03-28,2025-03-23,163,3.0,E
OBL0001188,CLI0006597,PROD004,37129140.0,36179349.0,29087493.0,1004982.0,2024-05-03,2027-04-18,23,7.0,B
OBL0001189,CLI0000529,PROD002,13895207.0,13137035.0,2441705.0,218951.0,2024-01-12,2028-12-16,64,48.0,D
OBL0001190,CLI0002526,PROD002,26812725.0,26114997.0,17910110.0,435250.0,2024-04-18,2029-03-23,0,18.0,
OBL0001191,CLI0001093,PROD007,31576201.0,31289973.0,16434941.0,869166.0,2024-03-22,2027-03-07,20,17.0,B
OBL0001192,CLI0009554,PROD009,46999823.0,41348006.0,35580556.0,1148556.0,2024-02-12,2027-01-27,0,5.0,A
OBL0001193,CLI0009447,PROD007,36669520.0,31431715.0,16843055.0,873103.0,2024-07-26,2027-07-11,44,16.0,C
OBL0001194,CLI0009794,PROD001,32573157.0,31421434.0,15287469.0,654613.0,2024-09-15,2028-08-25,13,24.0,B
OBL0001195,CLI0003544,PROD010,43660239.0,37527065.0,33479094.0,1042418.0,2024-06-25,2027-06-10,14,3.0,B
OBL0001196,CLI0008927,PROD006,27784593.0,27317555.0,9915068.0,569116.0,2024-12-16,2028-11-25,6,30.0,B
OBL0001197,CLI0006801,PROD011,19008177.0,16581457.0,4780690.0,690894.0,2024-05-30,2026-05-20,0,17.0,A
OBL0001198,CLI0002224,PROD011,20108842.0,17098685.0,11297870.0,712445.0,2024-05-08,2026-04-28,0,8.0,A
OBL0001199,CLI0000627,PROD003,6811162.0,6274194.0,4021989.0,174283.0,2024-05-01,2027-04-16,73,12.0,D
OBL0001200,CLI0001944,PROD014,10285663.0,9580483.0,4411943.0,399187.0,2024-03-06,2026-02-24,11,12.0,B
OBL0001201,CLI0009451,PROD007,21494391.0,20871039.0,4105002.0,579751.0,2024-10-01,2027-09-16,54,28.0,C
OBL0001202,CLI0000831,PROD006,16152691.0,14775260.0,9472635.0,307818.0,2024-07-11,2028-06-20,203,17.0,E
OBL0001203,CLI0007297,PROD005,16939757.0,15404827.0,8939688.0,256747.0,2024-08-10,2029-07-15,0,25.0,A
OBL0001204,CLI0008744,PROD011,39984872.0,36997019.0,9865600.0,1541542.0,2024-02-06,2026-01-26,0,17.0,A
OBL0001205,CLI0005790,PROD001,15288962.0,13622347.0,2924278.0,283799.0,2024-06-23,2028-06-02,0,37.0,A
OBL0001206,CLI0009855,PROD013,47430291.0,42027877.0,37446196.0,3502323.0,2024-09-05,2025-08-31,-7,1.0,B
OBL0001207,CLI0006623,PROD014,1184961.0,1158569.0,1027942.0,48274.0,2024-07-17,2026-07-07,0,2.0,A
OBL0001208,CLI0007701,PROD004,26076642.0,25004105.0,23175065.0,694558.0,2024-04-03,2027-03-19,76,2.0,D
OBL0001209,CLI0001237,PROD008,27917507.0,23835303.0,22558808.0,1986275.0,2024-04-02,2025-03-28,0,0.0,A
OBL0001210,CLI0004958,PROD005,25386502.0,23565503.0,18283937.0,392758.0,2024-09-09,2029-08-14,0,13.0,A
OBL0001211,CLI0009303,PROD010,44798279.0,39646224.0,9029056.0,1101284.0,2024-06-23,2027-06-08,0,27.0,A
OBL0001212,CLI0009728,PROD015,14796166.0,13659109.0,8493818.0,227652.0,2024-07-30,2029-07-04,0,22.0,A
OBL0001213,CLI0009921,PROD009,3500678.0,3185850.0,56832.0,88496.0,2024-07-25,2027-07-10,0,35.0,A
OBL0001214,CLI0005828,PROD015,8394846.0,7746864.0,5409788.0,129114.0,2024-07-11,2029-06-15,12,18.0,B
OBL0001215,CLI0002169,PROD004,33909746.0,32048236.0,8159080.0,890229.0,2024-08-27,2027-08-12,0,26.0,A
OBL0001216,CLI0008880,PROD001,27953957.0,24248629.0,6307406.0,505180.0,2024-01-23,2028-01-02,2,35.0,B
OBL0001217,CLI0006314,PROD004,3187794.0,3143694.0,1042159.0,87325.0,2024-02-25,2027-02-09,0,24.0,
OBL0001218,CLI0006091,PROD002,1263737.0,1187377.0,260686.0,19790.0,2024-09-18,2029-08-23,0,46.0,A
OBL0001219,CLI0006854,PROD008,29535471.0,25431046.0,25272993.0,2119254.0,2024-04-10,2025-04-05,0,0.0,A
OBL0001220,CLI0001014,PROD001,34568801.0,33929128.0,18940133.0,706857.0,2024-09-24,2028-09-03,38,21.0,C
OBL0001221,CLI0003756,PROD012,25938472.0,22746436.0,16725855.0,947768.0,2024-11-16,2026-11-06,0,6.0,A
OBL0001222,CLI0007645,PROD009,33771766.0,31701597.0,1039598.0,880600.0,2024-05-17,2027-05-02,6,34.0,B
OBL0001223,CLI0009373,PROD005,10436562.0,9353990.0,2871523.0,155900.0,2024-09-08,2029-08-13,17,41.0,B
OBL0001224,CLI0008745,PROD003,42846917.0,40283402.0,10311814.0,1118983.0,2024-04-25,2027-04-10,0,26.0,A
OBL0001225,CLI0002065,PROD011,9949798.0,9407206.0,6283154.0,391967.0,2024-04-06,2026-03-27,78,7.0,D
OBL0001226,CLI0004018,PROD010,46989794.0,42692112.0,41756576.0,1185892.0,2024-02-22,2027-02-06,0,0.0,A
OBL0001227,CLI0003171,PROD009,35017668.0,30371779.0,28323062.0,843661.0,2024-11-22,2027-11-07,0,2.0,A
OBL0001228,CLI0009489,PROD008,37043400.0,35279741.0,22295353.0,2939978.0,2024-08-12,2025-08-07,0,4.0,A
OBL0001229,CLI0005678,PROD008,48084315.0,41605138.0,24955354.0,3467095.0,2024-12-08,2025-12-03,89,4.0,
OBL0001230,CLI0003334,PROD014,36994051.0,35992960.0,25202404.0,1499707.0,2024-08-13,2026-08-03,0,7.0,A
OBL0001231,CLI0001934,PROD009,28690115.0,26560535.0,23116401.0,737793.0,2024-04-09,2027-03-25,55,4.0,C
OBL0001232,CLI0002146,PROD011,19800728.0,16893388.0,5914551.0,703891.0,2024-01-11,2025-12-31,0,15.0,A
OBL0001233,CLI0001383,PROD011,932191.0,842634.0,513005.0,35110.0,2024-11-27,2026-11-17,0,,
OBL0001234,CLI0008835,PROD012,9672143.0,9182546.0,9024971.0,382606.0,2024-10-10,2026-09-30,26,0.0,
OBL0001235,CLI0005665,PROD003,12846605.0,12644875.0,2566514.0,351247.0,2024-03-28,2027-03-13,0,,A
OBL0001236,CLI0001110,PROD011,10402153.0,10073426.0,6113130.0,419726.0,2024-03-04,2026-02-22,187,9.0,E
OBL0001237,CLI0005177,PROD008,27321842.0,26858975.0,3769418.0,2238248.0,2024-04-10,2025-04-05,0,10.0,A
OBL0001238,CLI0002664,PROD001,39119626.0,38197838.0,21987130.0,795788.0,2024-03-21,2028-02-29,0,20.0,A
OBL0001239,CLI0004618,PROD015,34546825.0,30658503.0,8482445.0,510975.0,2024-04-13,2029-03-18,0,43.0,A
OBL0001240,CLI0002633,PROD002,13864481.0,12593299.0,6491569.0,209888.0,2024-01-28,2029-01-01,14,29.0,B
OBL0001241,CLI0009063,PROD007,1952326.0,1886199.0,684681.0,52394.0,2024-09-21,2027-09-06,0,22.0,A
OBL0001242,CLI0002036,PROD004,19855937.0,17069964.0,2208419.0,474166.0,2024-11-20,2027-11-05,0,31.0,A
OBL0001243,CLI0006923,PROD012,14823358.0,13851666.0,13582766.0,577153.0,2024-09-06,2026-08-27,342,0.0,E
OBL0001244,CLI0002402,PROD011,17447796.0,15399485.0,10123681.0,641645.0,2024-07-05,2026-06-25,37,8.0,C
OBL0001245,CLI0009336,PROD012,35633720.0,32722345.0,12671567.0,1363431.0,2024-09-23,2026-09-13,0,14.0,A
OBL0001246,CLI0004178,PROD007,38379369.0,35782009.0,33076330.0,993945.0,2024-05-30,2027-05-15,53,2.0,C
OBL0001247,CLI0000945,PROD006,3470630.0,2964346.0,2878293.0,61757.0,2024-12-26,2028-12-05,0,1.0,A
OBL0001248,CLI0001360,PROD006,37466009.0,35274312.0,26817753.0,734882.0,2024-08-25,2028-08-04,0,11.0,A
OBL0001249,CLI0003656,PROD004,40526792.0,40281069.0,20822.0,1118919.0,2024-11-27,2027-11-12,21,35.0,B
OBL0001250,CLI0002988,PROD005,29825898.0,25744676.0,23348466.0,429078.0,2024-04-19,2029-03-24,0,5.0,A
OBL0001251,CLI0000475,PROD007,48510011.0,41433467.0,25387672.0,1150930.0,2024-01-22,2027-01-06,0,13.0,A
OBL0001252,CLI0006751,PROD008,35477367.0,30650650.0,10785865.0,2554221.0,2024-03-02,2025-02-25,297,7.0,E
OBL0001253,CLI0006997,PROD015,872529.0,858032.0,705351.0,14301.0,2024-03-15,2029-02-17,1,10.0,B
OBL0001254,CLI0004519,PROD010,11898589.0,10918035.0,1088767.0,303279.0,2024-08-16,2027-08-01,28,,B
OBL0001255,CLI0008980,PROD003,25664001.0,22872679.0,13699278.0,635352.0,2024-08-07,2027-07-23,284,14.0,E
OBL0001256,CLI0006962,PROD013,43724612.0,40233915.0,10261001.0,3352826.0,2024-10-11,2025-10-06,12,8.0,B
OBL0001257,CLI0006418,PROD013,46740065.0,43802245.0,21035256.0,3650187.0,2024-11-28,2025-11-23,0,6.0,A
OBL0001258,CLI0008693,PROD013,46334750.0,43360773.0,39757992.0,3613398.0,2024-08-22,2025-08-17,5,0.0,B
OBL0001259,CLI0002759,PROD007,15904191.0,15369050.0,203863.0,426918.0,2024-01-25,2027-01-09,0,35.0,A
OBL0001260,CLI0008394,PROD001,33689261.0,29235097.0,1517311.0,609065.0,2024-12-19,2028-11-28,0,45.0,A
OBL0001261,CLI0003225,PROD010,26970186.0,26749547.0,21675773.0,743043.0,2024-05-30,2027-05-15,69,6.0,D
OBL0001262,CLI0002242,PROD007,25553593.0,22288595.0,19234936.0,619128.0,2024-01-28,2027-01-12,0,4.0,A
OBL0001263,CLI0001018,PROD003,15042776.0,13857622.0,12681880.0,384934.0,2024-09-14,2027-08-30,0,3.0,A
OBL0001264,CLI0000800,PROD005,45553393.0,41142154.0,13349576.0,685703.0,2024-12-23,2029-11-27,0,40.0,A
OBL0001265,CLI0006792,PROD002,1934500.0,1675472.0,633426.0,27925.0,2024-03-28,2029-03-02,0,37.0,A
OBL0001266,CLI0002067,PROD012,26228717.0,24465554.0,14205680.0,1019398.0,2024-09-03,2026-08-24,313,10.0,E
OBL0001267,CLI0005291,PROD001,23595163.0,20358748.0,17320092.0,424141.0,2024-12-04,2028-11-13,0,7.0,A
OBL0001268,CLI0006645,PROD003,46204463.0,44484931.0,5025073.0,1235693.0,2024-05-03,2027-04-18,0,31.0,A
OBL0001269,CLI0002670,PROD006,44063925.0,43386189.0,16624934.0,903879.0,2024-10-13,2028-09-22,0,29.0,A
OBL0001270,CLI0004771,PROD012,43171615.0,37206293.0,8171456.0,1550262.0,2024-09-25,2026-09-15,0,18.0,A
OBL0001271,CLI0007525,PROD006,48132532.0,41446668.0,33842020.0,863472.0,2024-11-15,2028-10-25,16,8.0,B
OBL0001272,CLI0006947,PROD003,6879719.0,5992342.0,4375170.0,166454.0,2024-09-29,2027-09-14,0,9.0,A
OBL0001273,CLI0009783,PROD005,41984587.0,38126871.0,20561451.0,635448.0,2024-05-30,2029-05-04,0,27.0,A
OBL0001274,CLI0006859,PROD007,24400561.0,20808876.0,6871367.0,578024.0,2024-01-25,2027-01-09,23,24.0,B
OBL0001275,CLI0003597,PROD003,32373620.0,29490363.0,1201115.0,819177.0,2024-05-15,2027-04-30,0,34.0,A
OBL0001276,CLI0003768,PROD002,32626030.0,29018022.0,16053129.0,483634.0,2024-08-06,2029-07-11,0,26.0,A
OBL0001277,CLI0001162,PROD003,2080046.0,1958145.0,312293.0,54393.0,2024-03-22,2027-03-07,0,30.0,A
OBL0001278,CLI0007400,PROD013,37128029.0,35155592.0,18875067.0,2929633.0,2024-03-20,2025-03-15,27,5.0,B
OBL0001279,CLI0005972,PROD008,35380493.0,30352003.0,16014914.0,2529334.0,2024-12-27,2025-12-22,0,5.0,A
OBL0001280,CLI0002597,PROD004,37618429.0,32672074.0,6143957.0,907558.0,2024-12-19,2027-12-04,304,29.0,E
OBL0001281,CLI0006614,PROD004,14312963.0,13386209.0,10528248.0,371839.0,2024-04-22,2027-04-07,0,7.0,A
OBL0001282,CLI0001838,PROD001,17590333.0,16444918.0,12739472.0,342602.0,2024-12-01,2028-11-10,0,10.0,A
OBL0001283,CLI0005943,PROD013,39903060.0,35162222.0,2325786.0,2930185.0,2024-11-16,2025-11-11,0,11.0,A
OBL0001284,CLI0007877,PROD006,5754012.0,5248040.0,103807.0,109334.0,2024-11-08,2028-10-18,0,47.0,A
OBL0001285,CLI0004202,PROD002,13835836.0,12926096.0,10975397.0,215435.0,2024-08-21,2029-07-26,48,9.0,C
OBL0001286,CLI0006315,PROD010,26584566.0,25353087.0,3430583.0,704252.0,2024-03-20,2027-03-05,0,31.0,A
OBL0001287,CLI0007260,PROD006,27778157.0,26353695.0,17770813.0,549035.0,2024-07-27,2028-07-06,14,15.0,B
